0	4.808326112	10.57024125	3.7	5.14781507	1.984943324	10.59905656	6.573431372	7.310950691	11.13058848	7.9101201	8.407734534	10.51712889	13.15750736	3.580502758	13.8798415	17.38073646	7.083784299	2.236067977	10.82081328	4.904079934
4.808326112	0	7.574298647	8.507055895	9.060905032	4.110960958	9.144397192	2.376972865	4.201190308	6.407027392	3.44818793	10.38123307	6.229767251	11.00181803	4.973932046	9.24175308	13.82931669	11.33578405	6.612110102	7.026378868	7.066116331
10.57024125	7.574298647	0	13.53661701	11.81058847	8.697700846	16.18919393	8.858893836	11.00181803	6.041522987	4.939635614	17.86448992	3.687817783	17.42555595	7.71038261	11.25877436	18.20988742	17.64114509	12.80351514	12.2	14.40138882
3.7	8.507055895	13.53661701	0	3.769615365	5.0009999	12.97112177	10.2	10.65269919	14.78715659	11.51173314	8.705170877	14.01285124	15.72800051	5.852349955	17.5316856	20.52997808	4.742362281	2.662705391	14.2126704	6.07289058
5.14781507	9.060905032	11.81058847	3.769615365	0	4.951767361	15.68948693	11.25388822	12.34220402	14.57978052	11.22541759	12.31787319	13.25028302	18.29371477	4.569463864	18.27265717	22.4376915	8.376156637	5.700877125	15.76102789	9.308598176
1.984943324	4.110960958	8.697700846	5.0009999	4.951767361	0	11.64302366	6.32534584	7.605918748	9.962429423	6.621933252	10.27277957	9.027181177	14.00357097	1.708800749	13.34053972	17.65021246	8.955445271	4.188078318	10.9	6.711929678
10.59905656	9.144397192	16.18919393	12.97112177	15.68948693	11.64302366	0	7.340980861	5.189412298	12.09173271	11.27696768	6.894200461	13.52072483	2.831960452	13.20605922	10.21812116	8.633075929	12.19180052	10.33150521	5.590169944	7.080254233
6.573431372	2.376972865	8.858893836	10.2	11.25388822	6.32534584	7.340980861	0	2.154065923	5.81893461	4	10.08464179	6.529931087	8.868483523	7.335529974	7.334848328	11.45425685	12.26906679	7.937883849	4.65188134	7.269112738
7.310950691	4.201190308	11.00181803	10.65269919	12.34220402	7.605918748	5.189412298	2.154065923	0	7.409453421	6.105735009	8.709764635	8.489994111	6.80661443	8.888756943	7.496665926	10.09554357	11.86802427	8.127115109	3.560898763	6.477653896
11.13058848	6.407027392	6.041522987	14.78715659	14.57978052	9.962429423	12.09173271	5.81893461	7.409453421	0	3.361547263	15.89591142	2.353720459	12.57179383	10.01848292	5.217278984	12.3199026	17.71016657	13.01883251	7.032780389	13.02689526
7.9101201	3.44818793	4.939635614	11.51173314	11.22541759	6.621933252	11.27696768	4	6.105735009	3.361547263	0	13.68575902	2.785677655	12.5	6.673080248	7.655063684	13.8101412	14.72311108	9.918165153	7.410802925	10.47854952
8.407734534	10.38123307	17.86448992	8.705170877	12.31787319	10.27277957	6.894200461	10.08464179	8.709764635	15.89591142	13.68575902	0	16.43471935	9.552486587	11.95700631	15.91540135	15.52610705	5.953990259	6.744627492	11.3039816	3.580502758
10.51712889	6.229767251	3.687817783	14.01285124	13.25028302	9.027181177	13.52072483	6.529931087	8.489994111	2.353720459	2.785677655	16.43471935	0	14.36001393	8.709190548	7.570997292	14.6013698	17.44276354	12.60198397	8.919641248	13.26197572
13.15750736	11.00181803	17.42555595	15.72800051	18.29371477	14.00357097	2.831960452	8.868483523	6.80661443	12.57179383	12.5	9.552486587	14.36001393	0	15.47191003	9.521029356	6.113100686	15.00733154	13.0736376	5.547071299	9.902019996
3.580502758	4.973932046	7.71038261	5.852349955	4.569463864	1.708800749	13.20605922	7.335529974	8.888756943	10.01848292	6.673080248	11.95700631	8.709190548	15.47191003	0	13.93161871	18.78430196	10.22154587	5.65862174	11.98540779	8.407734534
13.8798415	9.24175308	11.25877436	17.5316856	18.27265717	13.34053972	10.21812116	7.334848328	7.496665926	5.217278984	7.655063684	15.91540135	7.570997292	9.521029356	13.93161871	0	7.421590126	19.33106309	15.24631103	4.707440918	13.97426206
17.38073646	13.82931669	18.20988742	20.52997808	22.4376915	17.65021246	8.633075929	11.45425685	10.09554357	12.3199026	13.8101412	15.52610705	14.6013698	6.113100686	18.78430196	7.421590126	0	20.63710251	17.89664773	6.802940541	15.24335921
7.083784299	11.33578405	17.64114509	4.742362281	8.376156637	8.955445271	12.19180052	12.26906679	11.86802427	17.71016657	14.72311108	5.953990259	17.44276354	15.00733154	10.22154587	19.33106309	20.63710251	0	4.876474136	15.22793486	5.503635162
2.236067977	6.612110102	12.80351514	2.662705391	5.700877125	4.188078318	10.33150521	7.937883849	8.127115109	13.01883251	9.918165153	6.744627492	12.60198397	13.0736376	5.65862174	15.24631103	17.89664773	4.876474136	0	11.68289348	3.612478374
10.82081328	7.026378868	12.2	14.2126704	15.76102789	10.9	5.590169944	4.65188134	3.560898763	7.032780389	7.410802925	11.3039816	8.919641248	5.547071299	11.98540779	4.707440918	6.802940541	15.22793486	11.68289348	0	9.74063653
4.904079934	7.066116331	14.40138882	6.07289058	9.308598176	6.711929678	7.080254233	7.269112738	6.477653896	13.02689526	10.47854952	3.580502758	13.26197572	9.902019996	8.407734534	13.97426206	15.24335921	5.503635162	3.612478374	9.74063653	0
